State Name,District Name,Market Name,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,Year,Month,Day,DayOfWeek,WeekOfYear,Quarter,Price_Spread,Price_Ratio,Arrival_Lag_1,Arrival_Lag_3,Arrival_Lag_7,Price_Lag_1,Price_Lag_3,Price_Lag_7,Arrival_RollMean_7,Price_RollMean_7,Arrival_RollMean_14,Price_RollMean_14,Arrival_RollMean_30,Price_RollMean_30,Price_Volatility_14,Arrival_Volatility_14,Log_Arrivals,Log_Modal_Price,Price_Change,Price_Pct_Change,Arrival_Change,Month_Sin,Month_Cos,DayOfWeek_Sin,DayOfWeek_Cos,Year_Trend,Is_Weekend,State Name_Encoded,District Name_Encoded,Market Name_Encoded
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-06-30,2015,6,30,1,27,2,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,13,0,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-01,2015,7,1,2,27,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,13,0,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-02,2015,7,2,3,27,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,13,0,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-03,2015,7,3,4,27,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,13,0,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-04,2015,7,4,5,27,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,13,1,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-05,2015,7,5,6,27,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,13,1,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-06,2015,7,6,0,28,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,13,0,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-08,2015,7,8,2,28,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,13,0,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-09,2015,7,9,3,28,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,13,0,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-10,2015,7,10,4,28,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,13,0,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-11,2015,7,11,5,28,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,13,1,6,0,0
Telangana,Adilabad,Adilabad(Rythu Bazar),Beverages,0.01,26000,26000,26000,2015-07-12,2015,7,12,6,28,3,0,1.0,0.01,0.01,0.01,26000.0,26000.0,26000.0,0.01,26000.0,0.01,26000.0,0.01,26000.0,0.0,0.0,0.009950330853168083,10.165890277802454,0.0,0.0,0.0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,13,1,6,0,0
